make;model;version;doors;gross_price;nett_price;hp
IVECO;Daily;35C18V 3.0 3520L H2;4;66427,1;41685;180
IVECO;Daily;65C14NV 4100 H2;4;56355,75;46575;136
IVECO;Daily;65C14NV 4100 H3;4;57329,8;47380;136
IVECO;Daily;50C14NV 4100L H2;4;57783,55;47755;136
IVECO;Daily;50C14GV 4100L H3;4;58757,6;48560;136
IVECO;Daily;50C14NV 4100 H2;4;52526,1;43410;136
IVECO;Daily;50C14NV 4100 H3;4;53500,15;44215;136
Fiat;Talento;1.6MJ 88kW SX L2H1 Dubbele Cab;4;43201;27050;120
Fiat;Talento;1.6MJ 107kW Basis Ecojet L2H1 Dubbele Cb;4;43122;27000;145
Fiat;Talento;1.6MJ 88kW Basis L2H1 Dubbele Cab;4;40821;25550;120
Volkswagen;Arteon;1.5 TSI 110kW 7-DSG Elegance;5;42990;29485;150
Volkswagen;Arteon;1.5 TSI 110kW 7-DSG;5;40485;27523;150
IVECO;Daily;35C18V 3.0 3520 H2;4;65316,2;40985;180
IVECO;Daily;35C18V 3.0 3520 H1;4;63887,9;40085;180
IVECO;Daily;35C16V 2.3 4100L H3;4;71664,2;44985;156
IVECO;Daily;35C16V 2.3 4100L H2;4;70235,9;44085;156
IVECO;Daily;35C16V 2.3 4100 H3;4;66427,1;41685;156
IVECO;Daily;35C16V 2.3 4100 H2;4;64998,8;40785;156
IVECO;Daily;35C16V 2.3 3520L H3;4;64046,6;40185;156
IVECO;Daily;35C16V 2.3 3520L H2;4;62618,3;39285;156
IVECO;Daily;35C16V 2.3 3520 H2;4;61507,4;38585;156
IVECO;Daily;35C16V 2.3 3520 H1;4;60079,1;37685;156
IVECO;Daily;35C15V 3.0 4100L H3;4;72616,4;45585;150
IVECO;Daily;50C14NV 3520 H1;4;48412,1;40010;136
IVECO;Daily;40C14NV 4100L H2;4;56029,05;46305;136
IVECO;Daily;40C14NV 4100L H3;4;57003,1;47110;136
IVECO;Daily;40C14NV 4100 H2;4;50771,6;41960;136
IVECO;Daily;40C14NV 4100 H3;4;51745,65;42765;136
IVECO;Daily;40C14NV 3520L H2;4;48327,4;39940;136
IVECO;Daily;40C14NV 3520L H3;4;49301,45;40745;136
Citro�n;C3;PureTech 82 Origins;5;20110;14690;82
Citro�n;C3;PureTech 110 S&S Origins;5;22020;15402;110
Citro�n;C3 Aircross;PureTech 110 S&S Origins;5;24690;17284;110
IVECO;Daily;40C14NV 3520 H2;4;47710,3;39430;136
IVECO;Daily;40C14NV 3520 H1;4;46657,6;38560;136
IVECO;Daily;35C14NV 4100L H2;4;69647,96;44695;136
IVECO;Daily;35C14NV 4100L H3;4;70925,5;45500;136
IVECO;Daily;35C14NV 4100 H2;4;62752,45;40350;136
IVECO;Daily;35C14NV 4100 H3;4;64029,98;41155;136
IVECO;Daily;35C14NV 3520L H2;4;59546,71;38330;136
IVECO;Daily;35C14NV 3520L H3;4;60824,24;39135;136
Fiat;Talento;1.6MJ 88kW SX L2H1;4;40027;25050;120
Fiat;Talento;1.6MJ 88kW Basis L2H1;4;37647;23550;120
Fiat;Talento;1.6MJ 88kW Actual L2H1;4;32092;20050;120
Renault Trucks;Master;2.3 DCI 3T5 FWD 170E6 L3H1;2;45836;28710;170
Renault Trucks;Master;2.3 DCI 3T5 FWD 170E6 L2H1;2;44772;28040;170
IVECO;Daily;40C15V 3.0 4100 H3;4;54855,35;45335;150
IVECO;Daily;50C15V 3.0 4100 H2;4;56004,85;46285;150
IVECO;Daily;50C15V 3.0 4100 H3;4;57093,85;47185;150
IVECO;Daily;40C15 3.0 3000;2;48406,05;40005;150
IVECO;Daily;40C15 3.0 3450;2;48986,85;40485;150
IVECO;Daily;40C15 3.0 3750;2;49349,85;40785;150
IVECO;Daily;40C15 3.0 4100;2;49712,85;41085;150
IVECO;Daily;40C15D 3.0 3450 DC;4;52132,85;43085;150
Nissan;NV400;2.3 dCi 170pk auto ACENTA L3H3 3500 FWD;4;53511,57;33550;170
Nissan;NV400;2.3 dCi 170pk auto OPTIMA L3H3 3500 FWD;4;55098,57;34550;170
Nissan;NV400;2.3 dCi 145pk S/S OPTIMA L3H3 3500 FWD;4;51924,57;32550;145
IVECO;Daily;40C15D 3.0 3750 DC;4;52495,85;43385;150
IVECO;Daily;40C15D 3.0 4100 DC;4;52858,85;43685;150
IVECO;Daily;50C15 3.0 3450;2;51225,35;42335;150
IVECO;Daily;50C15 3.0 3750;2;51588,35;42635;150
Renault Trucks;Master;2.3 DCI 3T5 FWD 145E6 L3H1;2;42979;26910;145
Renault Trucks;Master;2.3 DCI 3T5 FWD 145E6 L2H1;2;41916;26240;145
Renault Trucks;Master;2.3 DCI 3T5 FWD 130E6 L3H1;2;41265;25830;130
Renault Trucks;Master;2.3 DCI 3T5 FWD 130E6 L2H1;2;40202;25160;130
Renault Trucks;Master;2.3 DCI 3T5 FWD 110E6 L3H1;2;38980;24390;110
Renault Trucks;Master;2.3 DCI 3T5 FWD 110E6 L2H1;2;37917;23720;110
Renault Trucks;Master;2.3 DCI 3T5 FWD 170E6 L3H1 DC;4;48121;30150;170
Renault Trucks;Master;2.3 DCI 3T5 FWD 170E6 L2H1 DC;4;47058;29480;170
Renault Trucks;Master;2.3 DCI 3T5 FWD 145E6 L3H1 DC;4;45264;28350;145
Renault Trucks;Master;2.3 DCI 3T5 FWD 145E6 L2H1 DC;4;44201;27680;145
Renault Trucks;Master;2.3 DCI 3T5 FWD 130E6 L3H1 DC;4;43550;27270;130
Renault Trucks;Master;2.3 DCI 3T5 FWD 130E6 L2H1 DC;4;42487;26600;130
Renault Trucks;Master;2.3 DCI 3T5 FWD 110E6 L3H1 DC;4;41265;25830;110
Renault Trucks;Master;2.3 DCI 3T5 FWD 110E6 L2H1 DC;4;40202;25160;110
Renault Trucks;Master;2.3 DCI 3T5 FWD 170E6 L3H1;2;45756;28660;170
IVECO;Daily;35C14NV 3520 H2;4;58737,34;37820;136
IVECO;Daily;35C14NV 3520 H1;4;57356,65;36950;136
IVECO;Daily;35S14NV 4100 H2;4;58705,6;37800;136
IVECO;Daily;35S14NV 4100 H3;4;59983,14;38605;136
IVECO;Daily;35S14NV 3520L H2;4;55499,86;35780;136
IVECO;Daily;35S14NV 3520L H3;4;56777,4;36585;136
IVECO;Daily;35S14NV 3520 H2;4;54690,49;35270;136
IVECO;Daily;35S14NV 3520 H1;4;53309,8;34400;136
Mitsubishi;Space Star;1.0 ClearTec Cool+;5;12980;8256;71
IVECO;Daily;35C14N 3450;2;54103,3;34900;136
IVECO;Daily;35C14N 3750;2;54587,34;35205;136
IVECO;Daily;35S14N 3450;2;49175,66;31795;136
IVECO;Daily;40C14N 3450;2;44177,1;36510;136
IVECO;Daily;40C14N 3750;2;44546,15;36815;136
IVECO;Daily;50C14N 3450;2;45931,6;37960;136
IVECO;Daily;50C14N 3750;2;46300,65;38265;136
IVECO;Daily;50C14N 4350;2;47056,9;38890;136
IVECO;Daily;50C14N D 4350 DC;4;49162,3;40630;136
IVECO;Daily;65C14N 3450;2;49240,95;40695;136
IVECO;Daily;65C14N 3750;2;49610;41000;136
IVECO;Daily;65C14N 4350;2;50366,25;41625;136
Mercedes-Benz;GLS;MERCEDES-AMG GLS 63 4MATIC;5;225405;118750;585
Isuzu;D-Max;1.9L D 4WD Extended Cab LS Auto;4;45978,6;28800;164
Isuzu;D-Max;1.9L D 4WD Extended Cab L Airco;4;39630,6;24800;164
Isuzu;D-Max;1.9L D 2WD Single Cab L Airco;2;31695,6;19800;164
IVECO;Daily;50C15 3.0 4350;2;53040,35;43835;150
IVECO;Daily;50C15 3.0 4750;2;53403,35;44135;150
IVECO;Daily;50C15D 3.0 3450 DC;4;54371,35;44935;150
IVECO;Daily;50C18V 3.0 3520 H1;4;54431,85;44985;180
IVECO;Daily;50C18V 3.0 4100L H3;4;63264,85;52285;180
IVECO;Daily;50C18V 3.0 4100L H2;4;62175,85;51385;180
IVECO;Daily;50C15V 3.0 4100L H3;4;61086,85;50485;150
Renault Trucks;Master;2.3 DCI 4T5 RWD 130EVI L2H1 RTWD;2;37425,3;30930;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L3H1 EL;2;43312;27120;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L3H1 RTWD;2;46233;28960;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L2H1 EL;2;42249;26450;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L2H1 RTWD;2;45360;28410;130
Renault Trucks;Master;2.3 DCI 4T5 RWD 165EVI L2H1 RTWD;4;42265,3;34930;165
IVECO;Daily;70C14G 4350;2;51679,1;42710;136
IVECO;Daily;35C15V 3.0 3520 H1;4;61031,3;38285;150
IVECO;Daily;35C14V 2.34100L H3;4;69759,8;43785;136
IVECO;Daily;35C14V 2.3 4100L H2;4;68331,5;42885;136
IVECO;Daily;35C14V 2.3 3520L H3;4;62142,2;38985;136
IVECO;Daily;35C14V 2.3 3520L H2;4;60713,9;38085;136
IVECO;Daily;35C14V 2.3 3520 H2;4;59603;37385;136
IVECO;Daily;35C14V 2.3 3520 H1;4;58174,7;36485;136
IVECO;Daily;35C12V 2.3 4100L H3;4;67855,4;42585;116
IVECO;Daily;50C14NV 3520L H2;4;50081,9;41390;136
IVECO;Daily;50C14NV 3520L H3;4;51055,95;42195;136
IVECO;Daily;50C14NV 3520 H2;4;49464,8;40880;136
Mercedes-Benz;GLS;GLS 400 4MATIC;5;133472;68300;333
Renault Trucks;Master;2.3 DCI 4T5 RWD 165EVI L3H1 RTWD;4;43414,8;35880;165
Renault Trucks;Master;2.3 DCI 4T5 RWD 145EVI L3H1 RTWD;4;41478,8;34280;145
Renault Trucks;Master;2.3 DCI 3T5 RWD 145EVI L2H1 RTWD;4;50454;31620;145
Renault Trucks;Master;2.3 DCI 4T5 RWD 130EVI L2H1 RTWD;4;38877,3;32130;130
Renault Trucks;Master;2.3 DCI 4T5 RWD 130EVI L3H1 RTWD;4;40026,8;33080;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L3H1 RTWD;4;54501;34170;165
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L2H1 RTWD;4;52993;33220;165
Renault Trucks;Master;2.3 DCI 3T5 RWD 145EVI L3H1 RTWD;4;51962;32570;145
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L2H1 EL;4;45899;28750;130
Kia;Sportage;1.6 T-Gdi DCT7 GT-PlusLine;5;49505;28687,6;177
Kia;Sportage;1.6 T-Gdi DCT7 GT-Line;5;46505;26208,26;177
Kia;Sportage;1.6 T-Gdi DCT7 AWD GT-PlusLine;5;51505;26795,04;177
IVECO;Daily;50C15 3.0 4350;2;57275,35;47335;150
IVECO;Daily;50C15 3.0 4750;2;57638,35;47635;150
IVECO;Daily;40C15D 3450 DC;4;54794,85;45285;150
IVECO;Daily;40C15D 3750 DC;4;55520,85;45885;150
IVECO;Daily;40C15D 4100 DC;4;55883,85;46185;150
IVECO;Daily;50C15D 3450 DC;4;57033,35;47135;150
IVECO;Daily;50C15D 3750 DC;4;57759,35;47735;150
IVECO;Daily;50C15D 4350 DC;4;59816,35;49435;150
IVECO;Daily;70C18D 3.0 4100 DC;4;63373,75;52375;180
Citro�n;C3 Aircross;BlueHDi 100 Origins;5;29220;17883;100
Citro�n;C3 Aircross;BlueHDi 120 S&S EAT6 Origins;5;31220;19536;120
IVECO;Daily;35C15V 3.0 4100L H2;4;71188,1;44685;150
Citro�n;C4 Cactus;PureTech 110 S&S Origins;5;24900;17783;110
IVECO;Daily;35C15V 3.0 3520L H3;4;64998,8;40785;150
IVECO;Daily;35C15V 3.0 3520L H2;4;63570,5;39885;150
IVECO;Daily;35C15V 3.0 3520 H2;4;62459,6;39185;150
Citro�n;C4 Cactus;BlueHDi 100 S&S Origins;5;28150;18631;99
Citro�n;C4 Cactus;BlueHDi 120 S&S EAT6 Origins;5;31050;19758;120
Citro�n;C3;PureTech 82 Shine;5;19210;13946;82
Citro�n;C3;PureTech 82 Feel;5;17310;12268;82
Renault Trucks;Master;2.3 DCI 4T5 RWD 145EVI L2H1 RTWD;4;40329,3;33330;145
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L3H1 RTWD;4;50057;31370;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L2H1 RTWD;4;48550;30420;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L2H1 EL;2;46248;28970;165
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L2H1 RTWD;2;47074;29490;165
Renault Trucks;Master;2.3 DCI 4T5 RWD 145EVI L3H1 RTWD;2;38756,3;32030;145
Renault Trucks;Master;2.3 DCI 4T5 RWD 145EVI L2H1 RTWD;2;37945,6;31360;145
Renault Trucks;Master;2.3 DCI 3T5 FWD 170E6 L2H1;2;44693;27990;170
Renault Trucks;Master;2.3 DCI 3T5 FWD 130E6 L3H1;2;41186;25780;130
Renault Trucks;Master;2.3 DCI 3T5 FWD 130E6 L2H1;2;40123;25110;130
Renault Trucks;Master;2.3 DCI 3T5 FWD 110E6 L3H1;2;38901;24340;110
Renault Trucks;Master;2.3 DCI 3T5 FWD 110E6 L2H1;2;37837;23670;110
Honda;Jazz;1.3 I-VTEC Elegance;5;23785;15454;102
IVECO;Daily;35C16 2.3 3000;2;61254,86;38895;156
IVECO;Daily;40C15V 3.0 4100 H2;4;53766,35;44435;150
IVECO;Daily;70C15 3.0 4100;2;58049,75;47975;150
IVECO;Daily;50C18 3.0 4100;2;54129,35;44735;180
IVECO;Daily;50C15 3.0 4100;2;51951,35;42935;150
IVECO;Daily;35S18 3.0 4100;2;57365,32;35975;180
IVECO;Daily;35S16 2.3 4100;2;53556,52;33575;156
IVECO;Daily;35S14 2.3 4100;2;51652,12;32375;136
IVECO;Daily;35S12 2.3 4100;2;49747,72;31175;116
IVECO;Daily;50C18V 3.0 3520L H3;4;57456,85;47485;180
IVECO;Daily;50C18V 3.0 3520L H2;4;56367,85;46585;180
IVECO;Daily;50C18V 3.0 3520 H2;4;55520,85;45885;180
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L2H1 RTWD DC;4;51962;32570;165
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L2H1 EL DC;4;48613;30460;165
Renault Trucks;Master;2.3 DCI 4T5 RWD 145EVI L2H1 RTWD DC;4;39748,5;32850;145
Renault Trucks;Master;2.3 DCI 4T5 RWD 165EVI L3H1 RTWD;2;40498,7;33470;165
Renault Trucks;Master;2.3 DCI 4T5 RWD 165EVI L2H1 RTWD;2;39688;32800;165
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L3H1 EL;2;47312;29640;165
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L3H1 RTWD;2;47946;30040;165
IVECO;Daily;50C15D 3.0 3750 DC;4;54734,35;45235;150
IVECO;Daily;50C15D 3.0 4350 DC;4;56186,35;46435;150
IVECO;Daily;40C15 3.0 3000;2;51431,05;42505;150
IVECO;Daily;40C15 3.0 3450;2;51648,85;42685;150
IVECO;Daily;40C15 3.0 4100;2;53342,85;44085;150
IVECO;Daily;50C15 3.0 3450;2;53887,35;44535;150
IVECO;Daily;50C15 3.0 3750;2;55218,35;45635;150
Renault Trucks;Master;2.3 DCI 3T5 RWD 145EVI L2H1 RTWD DC;4;49676;31130;145
Renault Trucks;Master;2.3 DCI 4T5 RWD 130EVI L3H1 RTWD DC;4;39252,4;32440;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 145EVI L3H1 RTWD;2;49391;30950;145
Renault Trucks;Master;2.3 DCI 4T5 RWD 130EVI L3H1 RTWD;2;38090,8;31480;130
IVECO;Daily;35S21V 3.0 4100 H2 A8;4;70299,38;44125;204
IVECO;Daily;35S21V 3.0 3520L H3 A8;4;69347,18;43525;204
IVECO;Daily;35S21V 3.0 3520L H2 A8;4;67918,88;42625;204
IVECO;Daily;35S21V 3.0 3520 H2 A8;4;66807,98;41925;204
IVECO;Daily;35S21V 3.0 3520 H1 A8;4;65379,68;41025;204
IVECO;Daily;35S21V 3.0 3000 H1 A8;4;63824,42;40045;204
IVECO;Daily;35S21D 3.0 4100 A8 DC;4;69109;43375;204
IVECO;Daily;35S21D 3.0 3750 A8 DC;4;68633;43075;204
IVECO;Daily;35S21D 3.0 3450 A8 DC;4;68157;42775;204
IVECO;Daily;35S21 3.0 4100 A8;2;64982,92;40775;204
IVECO;Daily;35S21 3.0 3750 A8;2;64506,82;40475;204
IVECO;Daily;70C21 3.0 3750 A8;2;69665,75;57575;204
IVECO;Daily;70C21 3.0 3450 A8;2;68697,75;56775;204
IVECO;Daily;70C18 3.0 4750;2;66277,75;54775;180
IVECO;Daily;70C18 3.0 4350;2;65914,75;54475;180
Opel;Combo;L1H1 1.4i EU6 S/S Selection;3;14567;9999;95
Opel;Combo;L1H1 1.3 CDTi EU6 S/S 2.4T Edition;4;23343;14549;95
Kia;Sportage;1.6 Gdi DynamicLine;5;34505;17000;132
Kia;Sportage;1.6 T-Gdi DCT7 AWD GT-Line;5;48505;24315,7;177
Kia;Sportage;1.6 T-Gdi GT-Line;5;44505;21364,46;177
Kia;Sportage;1.6 T-Gdi DynamicLine;5;39505;17232,23;177
Mercedes-Benz;Sprinter Tourer;316CDI L2H2 Rolstoel;3;76030;36240;163
Mercedes-Benz;Sprinter Tourer;316CDI L3H2 Rolstoel;3;77519;37470;163
IVECO;Daily;35S21 3.0 3450 A8;2;64030,72;40175;204
IVECO;Daily;35S21 3.0 3000 A8;2;63268,96;39695;204
IVECO;Daily;35C21V 3.0 4100L H3 A8;4;83090,6;52185;204
IVECO;Daily;35C21V 3.0 4100L H2 A8;4;81662,3;51285;204
IVECO;Daily;35C21V 3.0 4100 H3 A8;4;77853,5;48885;204
IVECO;Daily;35C21V 3.0 4100 H2 A8;4;76425,2;47985;204
IVECO;Daily;35C21V 3.0 3520L H3 A8;4;75473;47385;204
IVECO;Daily;35C21V 3.0 3520L H2 A8;4;74044,7;46485;204
IVECO;Daily;35C21D A8 3450 DC;4;77838;48875;204
IVECO;Daily;35S21D 3.0 4100 A8 DC;4;73077;45875;204
IVECO;Daily;35S21D 3.0 3450 A8 DC;4;71649;44975;204
IVECO;Daily;35S21D 3.0 3750 A8 DC;4;72601;45575;204
IVECO;Daily;35S15D 3.0 4100 DC;4;62603;39275;150
Toyota;Proace Truck;2.0 D-4D 122pk Cool Comfort Kipper;2;44477,5;29850;122
IVECO;Daily;50C21D 3.0 4350 A8 DC;4;64172,35;53035;204
IVECO;Daily;50C21D 3.0 4100 A8 DC;4;63083,35;52135;204
IVECO;Daily;50C21D 3.0 3750 A8 DC;4;62720,35;51835;204
IVECO;Daily;50C21D 3.0 3450 A8 DC;4;62357,35;51535;204
IVECO;Daily;35C21V 3.0 3520 H2 A8;4;72933,8;45785;204
IVECO;Daily;35C21V 3.0 3520 H1 A8;4;71505,5;44885;204
IVECO;Daily;35C21D 3.0 4100 A8 DC;4;75298;47275;204
IVECO;Daily;35C21D 3.0 3750 A8 DC;4;74822;46975;204
IVECO;Daily;35C21D 3.0 3450 A8 DC;4;74346;46675;204
IVECO;Daily;35C21 3.0 4100 A8;2;71172,23;44675;204
IVECO;Daily;35C21 3.0 3750 A8;2;70696,12;44375;204
IVECO;Daily;35C21 3.0 3450 A8;2;70220,02;44075;204
IVECO;Daily;35C21 3.0 3000 A8;2;69458,26;43595;204
IVECO;Daily;35S15 3.0 4100;2;58376,72;37175;150
IVECO;Daily;50C21D 3750 A8 DC;4;65745,35;54335;204
IVECO;Daily;50C21D 3450 A8 DC;4;65019,35;53735;204
IVECO;Daily;40C21D A8 4100 DC;4;63869,85;52785;204
IVECO;Daily;40C21D A8 3750 DC;4;63506,85;52485;204
IVECO;Daily;40C21D 3450 A8 DC;4;62780,85;51885;204
IVECO;Daily;35C16D 4100 DC;4;67840;42575;156
IVECO;Daily;35C16D 3750 DC;4;67364;42275;156
IVECO;Daily;35C16D 3450 DC;4;66412;41675;156
IVECO;Daily;35C21D A8 4100 DC;4;79266;49775;204
IVECO;Daily;35C21D A8 3750 DC;4;78790;49475;204
IVECO;Daily;70C18 3.0 4100;2;64220,75;53075;180
IVECO;Daily;70C18 3.0 3750;2;63857,75;52775;180
IVECO;Daily;70C18 3.0 3450;2;62889,75;51975;180
IVECO;Daily;70C15 3.0 4750;2;64099,75;52975;150
Toyota;Hilux Van;2.4 D-4D-F 2WD Comfort Enkele Cabine;2;30734,95;19195;150
Toyota;Proace Worker;1.5 D-4D 102pk Comfort;4;30655,45;19145;102
Toyota;Proace Worker;2.0 D-4D 122pk Cool Comfort;4;36059,5;22550;122
IVECO;Daily;35S16D 2.3 4100 DC;4;57683;36175;156
IVECO;Daily;35S14D 2.3 4100 DC;4;55778;34975;136
IVECO;Daily;35S12D 2.3 4100 DC;4;53874;33775;116
Nissan;NV300;1.6 dCI 120 Optima L2H1 2900;4;58424,6;28960;120
Nissan;NV300;1.6 dCI 120 Acenta L2H1 2900;4;56379,7;27270;120
Nissan;NV300;1.6 dCI 120 Optima L2H1 2700;4;58061,6;28660;120
IVECO;Daily;70C21 3.0 4750 A8;2;72085,75;59575;204
IVECO;Daily;70C21 3.0 4350 A8;2;71722,75;59275;204
IVECO;Daily;70C21 3.0 4100 A8;2;70028,75;57875;204
Peugeot;Rifter;Active PureTech 110 S&S;5;29150;19238;110
Mercedes-Benz;C-Klasse Estate;C 300 d;5;61189;38500;245
Peugeot;308 SW;Active 1.2 PureTech 130;5;27410;20290;130
Porsche;Cayenne;4.0 V8 Turbo Tiptronic;5;199742,07;119523,2;550
IVECO;Daily;70C15 3.0 4350;2;63736,75;52675;150
IVECO;Daily;70C15 3.0 4100;2;62042,75;51275;150
IVECO;Daily;70C15 3.0 3750;2;61679,75;50975;150
IVECO;Daily;70C15 3.0 3450;2;60711,75;50175;150
IVECO;Daily;50C21 3.0 4750 A8;2;65624,35;54235;204
IVECO;Daily;50C21 3.0 4350 A8;2;65261,35;53935;204
IVECO;Daily;50C21 3.0 3750 A8;2;63204,35;52235;204
IVECO;Daily;50C21 3.0 3450 A8;2;61873,35;51135;204
IVECO;Daily;40C21 3.0 4100 A8;2;61328,85;50685;204
IVECO;Daily;40C21 3.0 3750 A8;2;60965,85;50385;204
IVECO;Daily;40C21 3.0 3450 A8;2;59634,85;49285;204
IVECO;Daily;40C21 3.0 3000 A8;2;59417,05;49105;204
IVECO;Daily;35S21 3.0 4100 A8;2;68850,92;43775;204
IVECO;Daily;35S21 3.0 3750 A8;2;68374,82;43475;204
IVECO;Daily;35S21 3.0 3450 A8;2;66866,72;42375;204
IVECO;Daily;35S21 3.0 3000 A8;2;66491,96;42195;204
IVECO;Daily;35C21 3.0 4100 A8;2;75040,23;47675;204
IVECO;Daily;35C21 3.0 3750 A8;2;74564,12;47375;204
IVECO;Daily;35C21 3.0 3450 A8;2;73056,02;46275;204
Nissan;NV400;2.3 dCi 130pk OPTIMA L3H3 3500 FWD;4;49615,49;31095;130
Nissan;NV400;2.3 dCi 170pk S/S OPTIMA L3H2 3500 FWD;4;51924,57;32550;170
Nissan;NV400;2.3 dCi 170pk auto OPTIMA L3H2 3500 FWD;4;53670,27;33650;170
Nissan;NV400;2.3 dCi 170pk auto ACENTA L3H2 3500 FWD;4;52083,27;32650;170
Nissan;NV400;2.3 dCi 145pk S/S OPTIMA L3H2 3500 FWD;4;50496,27;31650;145
Mercedes-Benz;C-Klasse Limousine;C 300 4MATIC 9G;4;54478;36700;258
Mercedes-Benz;C-Klasse Limousine;C 300 d 9G;4;58594;36900;245
Citro�n;C4 Cactus;BlueHDi 100 S&S Business;5;25650;16564;99
Citro�n;C4 Cactus;PureTech 110 S&S Business;5;22400;15717;110
Citro�n;C4 Cactus;BlueHDi 100 S&S Shine;5;28850;19209;99
Citro�n;C4 Cactus;PureTech 110 S&S Shine;5;25600;18361;110
Kia;Sportage;1.6 T-Gdi DCT7 AWD GT-PlusLine;5;51505;28922,31;177
Fiat;Talento;1.6MJ 88kW Basis GVW 2.900 L1H1;4;36853;23050;120
Fiat;Talento;1.6MJ 88kW SX GVW 2.700 L1H1;4;38758;24250;120
Kia;Sportage;1.6 T-Gdi GT-PlusLine;5;47005;25203,31;177
IVECO;Daily;35C21 3.0 3000 A8;2;72681,26;46095;204
IVECO;Daily;70C21D 3.0 4350 A8 DC;4;74263,75;61375;204
IVECO;Daily;70C21D 3.0 4100 A8 DC;4;72569,75;59975;204
IVECO;Daily;70C21D 3.0 3750 A8 DC;4;72206,75;59675;204
IVECO;Daily;70C21D 3.0 3450 A8 DC;4;71480,75;59075;204
IVECO;Daily;70C18D 3.0 4350 DC;4;68455,75;56575;180
IVECO;Daily;70C18D 3.0 4100 DC;4;66761,75;55175;180
IVECO;Daily;70C18D 3.0 3750 DC;4;66398,75;54875;180
Nissan;NV400;2.3 dCi 130pk OPTIMA L3H2 3500 FWD;4;48187,19;30195;130
Nissan;NV400;2.3 dCi 110pk OPTIMA L3H2 3500 FWD;4;47155,64;29545;110
Nissan;NV400;2.3 dCi 170pk S/S OPTIMA L2H2 3500 FWD;4;50496,27;31650;170
Nissan;NV400;2.3 dCi 170pk auto OPTIMA L2H2 3500 FWD;4;52241,97;32750;170
Nissan;NV400;2.3 dCi 170pk auto ACENTA L2H2 3500 FWD;4;50654,97;31750;170
Nissan;NV400;2.3 dCi 145pk S/S OPTIMA L2H2 3500 FWD;4;49067,97;30750;145
Opel;Combo;L1H1 1.6 CDTi EU6 77kW S/S 2.4T Sport;4;26358;16449;105
Opel;Combo;L1H1 1.6 CDTi EU6 77kW S/S Sport;4;26041;16249;105
Opel;Combo;L1H1 1.4 CNG EU6 2.4T Sport;4;26628;17599;120
Opel;Combo;L1H1 1.3 CDTi EU6 S/S 2.4T Sport;4;24613;15349;95
Opel;Combo;L1H1 1.3 CDTi EU6 S/S Sport;4;24295;15149;95
IVECO;Daily;50C15 3.0 3000;2;50644,55;41855;150
IVECO;Daily;35S15 3.0 4100;2;54508,72;34175;150
IVECO;Daily;35S15 3.0 3750;2;54032,62;33875;150
IVECO;Daily;35S15 3.0 3450;2;53556,52;33575;150
IVECO;Daily;35S15 3.0 3000;2;52794,76;33095;150
IVECO;Daily;65C14N 4750;2;50880,5;42050;136
IVECO;Daily;70C18D 3.0 3450 DC;4;65672,75;54275;180
IVECO;Daily;70C15D 3.0 4350 DC;4;66277,75;54775;150
IVECO;Daily;70C15D 3.0 4100 DC;4;64583,75;53375;150
IVECO;Daily;70C15D 3.0 3750 DC;4;64220,75;53075;150
IVECO;Daily;70C15D 3.0 3450 DC;4;63494,75;52475;150
IVECO;Daily;50C21D 4350 A8 DC;4;67802,35;56035;204
IVECO;Daily;70C21D 3.0 4750 A8 DC;4;70633,75;58375;204
IVECO;Daily;70C21D 3.0 4350 A8 DC;4;70270,75;58075;204
IVECO;Daily;70C21D 3.0 4100 A8 DC;4;69181,75;57175;204
IVECO;Daily;70C21D 3.0 3750 A8 DC;4;68818,75;56875;204
Isuzu;D-Max;1.9L D 4WD Single Cab L;2;36456,6;22800;164
IVECO;Daily;70C21D 3.0 3450 A8 DC;4;68455,75;56575;204
IVECO;Daily;70C21 3.0 4750 A8;2;67487,75;55775;204
Opel;Combo;L1H1 1.3 CDTi EU6 S/S Edition;4;23026;14349;95
IVECO;Daily;70C21 3.0 4350 A8;2;67124,75;55475;204
IVECO;Daily;70C21 3.0 4100 A8;2;66035,75;54575;204
IVECO;Daily;70C21 3.0 3750 A8;2;65672,75;54275;204
Opel;Combo;L1H2 1.6 CDTi EU6 77kW S/S Edition;4;26676;16649;105
IVECO;Daily;70C21 3.0 3450 A8;2;65309,75;53975;204
